patternA,patternB,dx,dy,result,final_cells,peak_cells
glider,beehive,0,-1,stable,24,56
glider,beehive,0,1,stable,16,86
glider,beehive,0,2,stable,10,37
glider,beehive,0,3,stable,4,12
glider,beehive,0,4,annihilation,0,13
glider,beehive,0,5,stable,16,86
glider,beehive,0,6,chaotic,11,11
glider,beehive,0,7,chaotic,11,11
glider,beehive,0,8,chaotic,11,11
glider,beehive,1,-8,chaotic,11,11
glider,beehive,1,-7,chaotic,11,11
glider,beehive,1,-6,chaotic,11,11
glider,beehive,1,-5,chaotic,11,11
glider,beehive,1,-4,stable,14,27
glider,beehive,1,-3,oscillator_p2,7,26
glider,beehive,1,-2,chaotic,69,107
glider,beehive,1,-1,stable,12,38
glider,beehive,1,0,oscillator_p2,3,17
glider,beehive,1,1,stable,4,9
glider,beehive,1,2,oscillator_p2,13,50
glider,beehive,1,3,stable,12,20
glider,beehive,1,4,annihilation,0,13
glider,beehive,1,5,annihilation,0,13
glider,beehive,1,6,stable,16,86
glider,beehive,1,7,chaotic,11,11
glider,beehive,1,8,chaotic,11,11
glider,beehive,2,-8,chaotic,11,11
glider,beehive,2,-7,chaotic,11,11
glider,beehive,2,-6,chaotic,11,11
glider,beehive,2,-5,chaotic,11,11
glider,beehive,2,-4,chaotic,9,63
glider,beehive,2,-3,stable,4,11
glider,beehive,2,-2,annihilation,0,10
glider,beehive,2,-1,annihilation,0,25
glider,beehive,2,0,chaotic,144,176
glider,beehive,2,1,chaotic,81,105
glider,beehive,2,2,annihilation,0,11
glider,beehive,2,3,stable,6,17
glider,beehive,2,4,stable,4,25
glider,beehive,2,5,annihilation,0,13
glider,beehive,2,6,annihilation,0,13
glider,beehive,2,7,stable,16,86
glider,beehive,2,8,chaotic,11,11
glider,beehive,3,-8,chaotic,11,11
glider,beehive,3,-7,chaotic,11,11
glider,beehive,3,-6,chaotic,11,11
glider,beehive,3,-5,chaotic,11,11
glider,beehive,3,-4,oscillator_p2,13,33
glider,beehive,3,-3,stable,8,12
glider,beehive,3,-2,stable,4,15
glider,beehive,3,-1,chaotic,188,221
glider,beehive,3,0,stable,7,11
glider,beehive,3,1,stable,4,11
glider,beehive,3,2,stable,7,33
glider,beehive,3,3,annihilation,0,14
glider,beehive,3,4,chaotic,137,163
glider,beehive,3,5,stable,4,25
glider,beehive,3,6,annihilation,0,13
glider,beehive,3,7,annihilation,0,13
glider,beehive,3,8,stable,16,86
glider,beehive,4,-8,chaotic,11,11
glider,beehive,4,-7,chaotic,11,11
glider,beehive,4,-6,chaotic,11,11
glider,beehive,4,-5,chaotic,11,11
glider,beehive,4,-4,chaotic,11,11
glider,beehive,4,-3,oscillator_p2,3,17
glider,beehive,4,-2,spaceship,5,27
glider,beehive,4,-1,stable,12,21
glider,beehive,4,0,spaceship,5,20
glider,beehive,4,1,oscillator_p2,8,15
glider,beehive,4,2,oscillator_p2,12,21
glider,beehive,4,3,stable,24,56
glider,beehive,4,4,annihilation,0,14
glider,beehive,4,5,chaotic,152,163
glider,beehive,4,6,stable,4,25
glider,beehive,4,7,annihilation,0,13
glider,beehive,4,8,annihilation,0,13
glider,beehive,5,-8,chaotic,11,11
glider,beehive,5,-7,chaotic,11,11
glider,beehive,5,-6,chaotic,11,11
glider,beehive,5,-5,chaotic,11,11
glider,beehive,5,-4,chaotic,11,11
glider,beehive,5,-3,chaotic,11,11
glider,beehive,5,-2,annihilation,0,14
glider,beehive,5,-1,stable,12,13
glider,beehive,5,0,chaotic,109,201
glider,beehive,5,1,chaotic,78,78
glider,beehive,5,2,chaotic,188,188
glider,beehive,5,3,oscillator_p2,12,21
glider,beehive,5,4,stable,24,56
glider,beehive,5,5,annihilation,0,14
glider,beehive,5,6,chaotic,145,163
glider,beehive,5,7,stable,4,25
glider,beehive,5,8,annihilation,0,13
glider,beehive,6,-8,chaotic,11,11
glider,beehive,6,-7,chaotic,11,11
glider,beehive,6,-6,chaotic,11,11
glider,beehive,6,-5,chaotic,11,11
glider,beehive,6,-4,chaotic,11,11
glider,beehive,6,-3,chaotic,11,11
glider,beehive,6,-2,chaotic,11,11
glider,beehive,6,-1,annihilation,0,14
glider,beehive,6,0,stable,12,13
glider,beehive,6,1,chaotic,153,201
glider,beehive,6,2,chaotic,60,75
glider,beehive,6,3,chaotic,182,188
glider,beehive,6,4,oscillator_p2,12,21
glider,beehive,6,5,stable,24,56
glider,beehive,6,6,annihilation,0,14
glider,beehive,6,7,chaotic,150,150
glider,beehive,6,8,stable,4,25
glider,beehive,7,-8,chaotic,11,11
glider,beehive,7,-7,chaotic,11,11
glider,beehive,7,-6,chaotic,11,11
glider,beehive,7,-5,chaotic,11,11
glider,beehive,7,-4,chaotic,11,11
glider,beehive,7,-3,chaotic,11,11
glider,beehive,7,-2,chaotic,11,11
glider,beehive,7,-1,chaotic,11,11
glider,beehive,7,0,annihilation,0,14
glider,beehive,7,1,stable,12,13
glider,beehive,7,2,chaotic,175,201
glider,beehive,7,3,chaotic,62,75
glider,beehive,7,4,chaotic,167,188
glider,beehive,7,5,oscillator_p2,12,21
glider,beehive,7,6,stable,24,56
glider,beehive,7,7,annihilation,0,14
glider,beehive,7,8,chaotic,125,125
glider,beehive,8,-8,chaotic,11,11
glider,beehive,8,-7,chaotic,11,11
glider,beehive,8,-6,chaotic,11,11
glider,beehive,8,-5,chaotic,11,11
glider,beehive,8,-4,chaotic,11,11
glider,beehive,8,-3,chaotic,11,11
glider,beehive,8,-2,chaotic,11,11
glider,beehive,8,-1,chaotic,11,11
glider,beehive,8,0,chaotic,11,11
glider,beehive,8,1,annihilation,0,14
glider,beehive,8,2,stable,12,13
glider,beehive,8,3,chaotic,123,201
glider,beehive,8,4,chaotic,43,75
glider,beehive,8,5,chaotic,174,178
glider,beehive,8,6,oscillator_p2,12,21
glider,beehive,8,7,stable,24,56
glider,beehive,8,8,annihilation,0,14
